<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TSIC.US,D,20251230,000000,24.96,25.7,24.91,24.9782,29455,0
TSIC.US,D,20251231,000000,25,25.07,24.8395,24.8395,10726,0
TSIC.US,D,20260102,000000,24.74,25.01,24.7399,24.7904,7624,0
TSIC.US,D,20260105,000000,24.697,24.89,24.69,24.7607,13867,0
TSIC.US,D,20260106,000000,24.81,25.02,24.76,24.9773,27596,0
TSIC.US,D,20260107,000000,25.16,25.17,24.85,25.08,29209,0
TSIC.US,D,20260108,000000,24.81,25.395,24.81,25.33,29398,0
TSIC.US,D,20260109,000000,25.342,25.51,25.2201,25.51,21269,0
