<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TSES.US,D,20251230,000000,25.12,25.305,25.0499,25.08,74875,0
TSES.US,D,20251231,000000,25.31,25.31,24.9405,24.9405,44214,0
TSES.US,D,20260102,000000,25.07,25.5075,24.976,25.4395,24591,0
TSES.US,D,20260105,000000,25.98,26.11,25.415,25.74,37818,0
TSES.US,D,20260106,000000,25.92,25.95,25.39,25.63,66762,0
TSES.US,D,20260107,000000,25.77,25.85,25.09,25.22,74591,0
TSES.US,D,20260108,000000,25.29,25.46,25.22,25.395,59389,0
TSES.US,D,20260109,000000,25.752,25.77,25.6,25.63,51060,0
