<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
FDRS.US,D,20251230,000000,24.7,24.82,24.7,24.7,410798,0
FDRS.US,D,20251231,000000,24.91,24.91,24.4281,24.4281,11784,0
FDRS.US,D,20260102,000000,24.87,24.87,24.17,24.1705,1459,0
FDRS.US,D,20260105,000000,24.25,24.75,24.25,24.6544,1050,0
FDRS.US,D,20260106,000000,24.65,24.73,24.65,24.7196,818,0
FDRS.US,D,20260107,000000,24.81,24.81,24.605,24.605,777,0
FDRS.US,D,20260108,000000,24.325,24.3422,24.325,24.3422,395,0
FDRS.US,D,20260109,000000,24.56,24.56,24.43,24.43,533,0
